# BRON: KONINKLIJK NEDERLANDS METEOROLOGISCH INSTITUUT (KNMI)
# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van dagwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde reeks maandtemperaturen van De Bilt <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/gehomogeniseerde-reeks-maandtemperaturen-de-bilt> of de Centraal Nederland Temperatuur <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# 
# STN      LON(east)   LAT(north)     ALT(m)  NAME
# 260:         5.180       52.100       1.90  DE BILT
# 
# YYYYMMDD = Datum (YYYY=jaar MM=maand DD=dag); 
# TG       = Etmaalgemiddelde temperatuur (in 0.1 graden Celsius); 
# TN       = Minimum temperatuur (in 0.1 graden Celsius); 
# TX       = Maximum temperatuur (in 0.1 graden Celsius); 
# 
# STN,YYYYMMDD,   TG,   TN,   TX
# 
  260,20090921,  137,   85,  198
  260,20090922,  153,   90,  208
  260,20090923,  165,  140,  197
  260,20090924,  135,   66,  195
  260,20090925,  111,   49,  176
  260,20090926,  116,   42,  197
  260,20090927,  120,   56,  196
  260,20090928,  141,   72,  189
  260,20090929,  153,  141,  172
  260,20090930,  148,  134,  164
  260,20091001,  131,   81,  155
  260,20091002,  115,   92,  142
  260,20091003,  136,  112,  160
  260,20091004,  114,   51,  153
  260,20091005,  111,   68,  132
  260,20091006,  150,  120,  187
  260,20091007,  159,  116,  197
  260,20091008,  106,   45,  159
  260,20091009,   94,   25,  144
  260,20091010,  128,  100,  167
  260,20091011,  121,   98,  149
  260,20091012,  110,   60,  145
  260,20091013,   87,   17,  140
  260,20091014,   39,  -10,  101
  260,20091015,   62,  -15,  125
  260,20091016,  105,   82,  134
  260,20091017,   80,   22,  134
  260,20091018,   75,    5,  132
  260,20091019,   85,   61,  107
  260,20091020,   80,   41,  113
  260,20091021,  108,   71,  147
  260,20091022,   88,   67,  114
  260,20091023,   92,   49,  150
  260,20091024,  110,   72,  147
  260,20091025,  130,  106,  163
  260,20091026,  122,  111,  143
  260,20091027,  122,  102,  158
  260,20091028,  116,   86,  158
  260,20091029,  129,  108,  160
  260,20091030,  106,   81,  143
  260,20091031,  104,   81,  129
  260,20091101,  133,  117,  155
  260,20091102,   96,   50,  125
  260,20091103,   75,   32,  109
  260,20091104,   81,   62,  103
  260,20091105,   82,   66,  102
  260,20091106,   87,   67,  101
  260,20091107,   73,   22,  100
  260,20091108,   45,    9,   95
  260,20091109,   68,   43,   86
  260,20091110,   75,   49,   91
  260,20091111,   77,   50,   87
  260,20091112,   80,   29,  135
  260,20091113,  137,  101,  164
  260,20091114,  130,  116,  144
  260,20091115,  100,   67,  123
  260,20091116,  105,   58,  150
  260,20091117,  106,   89,  127
  260,20091118,  113,   89,  134
  260,20091119,  106,   87,  128
  260,20091120,  121,   89,  152
  260,20091121,  130,   98,  160
  260,20091122,  115,   82,  138
  260,20091123,  104,   83,  130
  260,20091124,  119,   95,  141
  260,20091125,  111,   91,  132
  260,20091126,   81,   59,   94
  260,20091127,   71,   54,   87
  260,20091128,   76,   61,   90
  260,20091129,   92,   76,  104
  260,20091130,   53,   23,   77
  260,20091201,   38,   -8,   85
  260,20091202,   43,    1,   64
  260,20091203,   81,   55,   97
  260,20091204,   50,   30,   70
  260,20091205,   73,   43,   96
  260,20091206,  102,   76,  121
  260,20091207,   74,   58,   88
  260,20091208,   64,   23,   93
  260,20091209,   71,   33,   93
  260,20091210,   95,   87,  108
  260,20091211,   70,   29,   92
  260,20091212,   37,   22,   56
  260,20091213,    6,  -20,   34
  260,20091214,  -29,  -49,  -12
  260,20091215,  -35,  -68,   14
  260,20091216,  -23,  -74,    6
  260,20091217,  -11,  -25,   -3
  260,20091218,  -31,  -61,   -6
  260,20091219,  -79, -115,  -47
  260,20091220,  -22,  -62,    3
  260,20091221,  -24,  -53,   -1
  260,20091222,    7,   -6,   26
  260,20091223,   -3,  -23,    9
  260,20091224,   -3,  -27,   20
  260,20091225,   25,    2,   46
  260,20091226,   37,   19,   56
  260,20091227,   42,   26,   51
  260,20091228,   26,  -25,   73
  260,20091229,    6,  -14,   17
  260,20091230,    3,   -3,    9
  260,20091231,    0,   -5,    5
  260,20100101,  -16,  -63,    7
  260,20100102,  -11,  -64,   12
  260,20100103,  -39,  -65,  -10
  260,20100104,  -29,  -54,   -6
  260,20100105,   -7,  -30,   19
  260,20100106,  -30,  -52,   -5
  260,20100107,  -49, -100,  -21
  260,20100108,  -50, -107,  -21
  260,20100109,  -22,  -49,   -5
  260,20100110,   -5,  -10,    2
  260,20100111,   -4,   -9,    0
  260,20100112,  -17,  -42,   -7
  260,20100113,  -30,  -50,  -12
  260,20100114,    6,  -30,   48
  260,20100115,   13,    1,   18
  260,20100116,   10,   -1,   19
  260,20100117,   39,    8,   67
  260,20100118,   40,    2,   53
  260,20100119,   40,   19,   58
  260,20100120,   27,   16,   55
  260,20100121,   27,   19,   38
  260,20100122,   22,    2,   49
  260,20100123,   13,   -5,   24
  260,20100124,   -2,   -7,    6
  260,20100125,  -32,  -75,   -6
  260,20100126,  -75, -101,  -37
  260,20100127,  -23, -111,   45
  260,20100128,   32,    9,   52
  260,20100129,   19,   -3,   46
  260,20100130,    0,  -16,   17
  260,20100131,   12,   -5,   37
  260,20100201,    1,  -41,   34
  260,20100202,   23,   -6,   52
  260,20100203,   22,  -11,   62
  260,20100204,   58,   17,   82
  260,20100205,   44,   25,   65
  260,20100206,   28,   11,   57
  260,20100207,   12,    2,   24
  260,20100208,  -32,  -45,    2
  260,20100209,  -33,  -50,  -15
  260,20100210,  -31,  -55,  -12
  260,20100211,  -25,  -53,   -8
  260,20100212,  -28,  -65,    9
  260,20100213,  -17,  -43,    0
  260,20100214,  -23,  -46,  -13
  260,20100215,  -36,  -53,  -10
  260,20100216,   -9,  -32,   17
  260,20100217,   -2,  -45,   26
  260,20100218,   32,   10,   57
  260,20100219,   33,   10,   53
  260,20100220,   14,  -32,   51
  260,20100221,    6,  -45,   42
  260,20100222,   40,   17,   83
  260,20100223,   21,    8,   44
  260,20100224,   63,   15,  102
  260,20100225,   82,   68,  110
  260,20100226,   73,   57,  103
  260,20100227,   68,   43,   91
  260,20100228,   64,   34,  109
  260,20100301,   42,   11,   70
  260,20100302,   29,  -18,   80
  260,20100303,   20,  -32,   71
  260,20100304,   15,  -13,   58
  260,20100305,   18,  -46,   60
  260,20100306,    8,  -25,   32
  260,20100307,  -10,  -50,   39
  260,20100308,    1,  -51,   52
  260,20100309,    5,  -38,   56
  260,20100310,    7,  -27,   48
  260,20100311,   26,  -12,   58
  260,20100312,   46,   31,   68
  260,20100313,   52,   28,   73
  260,20100314,   62,   48,   85
  260,20100315,   63,   48,   92
  260,20100316,   63,   37,  109
  260,20100317,   84,   27,  136
  260,20100318,  108,   13,  173
  260,20100319,  125,  100,  147
  260,20100320,  136,  117,  167
  260,20100321,   86,   20,  123
  260,20100322,   78,    7,  125
  260,20100323,   98,   42,  137
  260,20100324,  124,   82,  179
  260,20100325,  146,  104,  197
  260,20100326,  106,   79,  124
  260,20100327,   98,   78,  127
  260,20100328,   91,   70,  116
  260,20100329,  101,   75,  127
  260,20100330,  102,   56,  138
  260,20100331,   65,   39,  102
  260,20100401,   52,   25,   86
  260,20100402,   78,   21,  136
  260,20100403,   73,   54,  107
  260,20100404,   71,   27,  106
  260,20100405,   78,   28,  109
  260,20100406,  110,   50,  160
  260,20100407,  136,   80,  195
  260,20100408,   92,   33,  133
  260,20100409,  104,   35,  157
  260,20100410,   78,   41,  121
  260,20100411,   63,   23,  103
  260,20100412,   93,   38,  149
  260,20100413,   90,   28,  152
  260,20100414,   96,   27,  154
  260,20100415,   92,   38,  153
  260,20100416,   77,   15,  120
  260,20100417,   80,   -9,  166
  260,20100418,  102,   -1,  180
  260,20100419,   88,   54,  134
  260,20100420,   86,   53,  125
  260,20100421,   67,   24,   98
  260,20100422,   70,    7,  120
  260,20100423,   80,  -20,  148
  260,20100424,  117,    8,  193
  260,20100425,  143,   43,  235
  260,20100426,  126,   93,  168
  260,20100427,  124,   50,  189
  260,20100428,  157,   57,  230
  260,20100429,  177,   93,  252
  260,20100430,  117,   98,  146
  260,20100501,  100,   63,  149
  260,20100502,   75,   55,   87
  260,20100503,   66,   54,   75
  260,20100504,   77,   40,  112
  260,20100505,   79,   11,  132
  260,20100506,   92,   39,  139
  260,20100507,   77,   58,   94
  260,20100508,   90,   73,  109
  260,20100509,   93,   50,  118
  260,20100510,   72,   20,  110
  260,20100511,   68,   44,  115
  260,20100512,   65,   45,   77
  260,20100513,   72,   39,   92
  260,20100514,   76,   18,  128
  260,20100515,   91,    5,  146
  260,20100516,  119,   82,  155
  260,20100517,  116,   58,  159
  260,20100518,  101,   34,  157
  260,20100519,  118,   51,  171
  260,20100520,  138,   34,  207
  260,20100521,  145,   96,  201
  260,20100522,  142,   85,  198
  260,20100523,  169,   82,  237
  260,20100524,  169,  102,  225
  260,20100525,  132,   81,  181
  260,20100526,  102,   66,  130
  260,20100527,  110,   67,  154
  260,20100528,  108,   40,  172
  260,20100529,  141,   44,  210
  260,20100530,  121,   94,  159
  260,20100531,  129,   98,  172
  260,20100601,  126,   58,  185
  260,20100602,  155,  104,  214
  260,20100603,  160,   94,  216
  260,20100604,  169,   93,  233
  260,20100605,  191,   93,  265
  260,20100606,  185,  124,  261
  260,20100607,  152,  115,  188
  260,20100608,  163,  115,  230
  260,20100609,  176,  153,  201
  260,20100610,  186,  159,  217
  260,20100611,  162,   97,  201
  260,20100612,  138,   81,  191
  260,20100613,  133,   90,  166
  260,20100614,  159,   97,  215
  260,20100615,  132,   93,  168
  260,20100616,  154,   83,  220
  260,20100617,  166,  102,  231
  260,20100618,  132,  108,  159
  260,20100619,  118,   95,  157
  260,20100620,  118,   98,  140
  260,20100621,  134,   67,  182
  260,20100622,  141,   43,  209
  260,20100623,  181,   75,  259
  260,20100624,  196,  104,  270
  260,20100625,  189,  122,  246
  260,20100626,  192,  106,  255
  260,20100627,  213,  123,  284
  260,20100628,  215,  127,  298
  260,20100629,  194,  111,  266
  260,20100630,  202,  142,  270
  260,20100701,  224,  142,  284
  260,20100702,  271,  205,  336
  260,20100703,  215,  160,  278
  260,20100704,  201,  145,  258
  260,20100705,  188,  137,  236
  260,20100706,  162,   90,  209
  260,20100707,  187,   80,  257
  260,20100708,  220,  132,  289
  260,20100709,  248,  146,  344
  260,20100710,  248,  165,  327
  260,20100711,  229,  184,  293
  260,20100712,  208,  169,  258
  260,20100713,  207,  144,  265
  260,20100714,  214,  173,  286
  260,20100715,  188,  163,  225
  260,20100716,  191,  150,  241
  260,20100717,  171,  118,  211
  260,20100718,  176,  102,  233
  260,20100719,  207,  118,  275
  260,20100720,  232,  137,  293
  260,20100721,  221,  187,  259
  260,20100722,  184,  125,  235
  260,20100723,  174,  105,  226
  260,20100724,  166,  126,  204
  260,20100725,  168,  121,  198
  260,20100726,  168,  125,  206
  260,20100727,  177,  119,  212
  260,20100728,  187,  144,  223
  260,20100729,  167,  138,  207
  260,20100730,  177,  135,  227
  260,20100731,  185,  141,  215
  260,20100801,  182,  128,  228
  260,20100802,  161,  106,  201
  260,20100803,  172,  107,  221
  260,20100804,  165,  139,  201
  260,20100805,  153,   91,  202
  260,20100806,  164,   76,  233
  260,20100807,  175,  144,  208
  260,20100808,  171,  123,  209
  260,20100809,  179,  123,  223
  260,20100810,  175,  116,  225
  260,20100811,  169,   96,  213
  260,20100812,  141,   82,  203
  260,20100813,  156,   95,  210
  260,20100814,  182,  101,  242
  260,20100815,  175,  153,  202
  260,20100816,  192,  166,  223
  260,20100817,  164,  151,  180
  260,20100818,  169,  144,  199
  260,20100819,  168,  132,  210
  260,20100820,  207,  143,  276
  260,20100821,  214,  175,  259
  260,20100822,  198,  174,  225
  260,20100823,  193,  168,  214
  260,20100824,  168,  135,  199
  260,20100825,  165,  136,  205
  260,20100826,  168,  135,  204
  260,20100827,  148,  101,  172
  260,20100828,  135,   86,  184
  260,20100829,  126,   97,  167
  260,20100830,  141,  101,  179
  260,20100831,  128,   67,  187
  260,20100901,  123,   59,  185
  260,20100902,  129,   62,  177
  260,20100903,  140,   76,  196
  260,20100904,  138,   70,  195
  260,20100905,  135,   72,  197
  260,20100906,  151,   90,  205
  260,20100907,  125,  108,  150
  260,20100908,  155,  123,  210
  260,20100909,  162,  112,  208
  260,20100910,  158,  112,  183
  260,20100911,  184,  149,  233
  260,20100912,  153,   95,  191
  260,20100913,  149,   78,  191
  260,20100914,  156,  135,  167
  260,20100915,  139,  104,  171
  260,20100916,  125,   90,  172
  260,20100917,  114,   86,  150
  260,20100918,  117,   74,  167
  260,20100919,  133,   83,  162
  260,20100920,  153,  126,  181
  260,20100921,  144,   97,  186
  260,20100922,  151,   87,  225
  260,20100923,  160,  117,  208
  260,20100924,  149,  122,  178
  260,20100925,  113,   78,  150
  260,20100926,   86,   44,  144
  260,20100927,  100,   43,  127
  260,20100928,  127,   85,  150
  260,20100929,   97,   58,  142
  260,20100930,  100,   65,  149
  260,20101001,  120,   60,  170
  260,20101002,  153,  122,  182
  260,20101003,  182,  147,  223
  260,20101004,  172,  130,  220
  260,20101005,  167,  136,  195
  260,20101006,  160,  123,  192
  260,20101007,  140,   97,  169
  260,20101008,  142,  111,  163
  260,20101009,  136,   95,  194
  260,20101010,  113,   71,  179
  260,20101011,   96,   46,  162
  260,20101012,   85,   51,  134
  260,20101013,   83,   28,  130
  260,20101014,   94,   23,  125
  260,20101015,  103,   76,  128
  260,20101016,   74,   42,  103
  260,20101017,   47,  -10,  107
  260,20101018,   68,  -18,  126
  260,20101019,   90,   68,  127
  260,20101020,   62,   35,   93
  260,20101021,   78,   29,  115
  260,20101022,   90,   67,  125
  260,20101023,   72,   48,   86
  260,20101024,   75,   29,  117
  260,20101025,   53,    0,  113
  260,20101026,   64,   -1,  101
  260,20101027,   89,   67,  107
  260,20101028,  113,   89,  136
  260,20101029,  100,   59,  131
  260,20101030,  112,   69,  134
  260,20101031,   92,   54,  133
  260,20101101,   82,   50,   92
  260,20101102,  110,   83,  130
  260,20101103,  128,  107,  147
  260,20101104,  152,  145,  159
  260,20101105,  137,   94,  150
  260,20101106,   93,   74,  116
  260,20101107,   55,    8,   82
  260,20101108,   49,    3,   80
  260,20101109,   46,   42,   53
  260,20101110,   54,   24,   85
  260,20101111,   68,   34,  107
  260,20101112,  113,   98,  128
  260,20101113,  104,   88,  115
  260,20101114,  112,   84,  132
  260,20101115,   58,    2,  106
  260,20101116,   20,  -11,   60
  260,20101117,   39,    6,   53
  260,20101118,   53,   40,   69
  260,20101119,   71,   42,   87
  260,20101120,   70,   41,   94
  260,20101121,   52,   27,   83
  260,20101122,   45,   18,   63
  260,20101123,   46,   15,   76
  260,20101124,   35,    4,   63
  260,20101125,   24,    1,   48
  260,20101126,   -1,  -28,   38
  260,20101127,   -5,  -44,   16
  260,20101128,  -30,  -52,    5
  260,20101129,  -22,  -45,   -7
  260,20101130,  -16,  -37,   -5
  260,20101201,  -62,  -78,  -37
  260,20101202,  -69,  -79,  -61
  260,20101203,  -54,  -97,  -25
  260,20101204,  -21,  -63,    8
  260,20101205,   23,  -11,   47
  260,20101206,   -4,  -33,   23
  260,20101207,  -23,  -38,  -13
  260,20101208,  -21,  -47,   -4
  260,20101209,   27,  -24,   54
  260,20101210,   38,  -10,   71
  260,20101211,   71,   60,   80
  260,20101212,   31,  -34,   68
  260,20101213,  -17,  -65,   20
  260,20101214,  -25,  -59,    1
  260,20101215,    4,  -57,   36
  260,20101216,   15,  -27,   45
  260,20101217,  -22,  -56,   -6
  260,20101218,  -41,  -60,  -15
  260,20101219,  -49,  -57,  -39
  260,20101220,  -77, -111,  -47
  260,20101221,  -39,  -85,  -16
  260,20101222,  -21,  -29,  -11
  260,20101223,   -7,  -22,    0
  260,20101224,  -12,  -24,   -3
  260,20101225,  -16,  -33,    6
  260,20101226,    5,  -59,   48
  260,20101227,   -6,  -16,    9
  260,20101228,    4,   -3,   12
  260,20101229,    4,  -16,   18
  260,20101230,  -16,  -55,   19
  260,20101231,   25,    6,   37
  260,20110101,   35,   -3,   59
  260,20110102,   23,   -7,   53
  260,20110103,    7,  -36,   36
  260,20110104,    9,   -1,   24
  260,20110105,    3,  -15,   35
  260,20110106,   44,   33,   52
  260,20110107,   47,   -5,   92
  260,20110108,   88,   49,  120
  260,20110109,   38,   10,   67
  260,20110110,    9,  -25,   49
  260,20110111,   32,   -3,   62
  260,20110112,   57,   29,   85
  260,20110113,   95,   83,  106
  260,20110114,   99,   75,  116
  260,20110115,   89,   70,  100
  260,20110116,   97,   80,  125
  260,20110117,   81,   50,   96
  260,20110118,   44,   19,   61
  260,20110119,   36,   14,   66
  260,20110120,   20,  -28,   50
  260,20110121,    9,  -38,   37
  260,20110122,   45,   22,   61
  260,20110123,   51,   23,   66
  260,20110124,   55,   45,   68
  260,20110125,   47,    7,   69
  260,20110126,   13,   -4,   40
  260,20110127,   -1,  -31,   14
  260,20110128,  -24,  -49,   11
  260,20110129,  -30,  -56,    6
  260,20110130,  -14,  -53,   14
  260,20110131,  -13,  -29,   -1
  260,20110201,   -7,  -33,   24
  260,20110202,   35,   22,   45
  260,20110203,   56,   39,   80
  260,20110204,   91,   65,  104
  260,20110205,  108,  103,  116
  260,20110206,  100,   84,  113
  260,20110207,   84,   71,  104
  260,20110208,   43,  -28,   92
  260,20110209,   30,  -37,   94
  260,20110210,   75,   36,  104
  260,20110211,   78,   47,   95
  260,20110212,   55,   31,   85
  260,20110213,   62,   34,   81
  260,20110214,   63,   44,   82
  260,20110215,   59,   35,   79
  260,20110216,   63,   20,  104
  260,20110217,   38,    6,  101
  260,20110218,   10,    4,   15
  260,20110219,   21,    6,   50
  260,20110220,    3,  -24,   27
  260,20110221,  -19,  -46,   21
  260,20110222,  -20,  -64,   25
  260,20110223,    4,  -23,   37
  260,20110224,   42,    9,   68
  260,20110225,   68,   51,   81
  260,20110226,   73,   60,   95
  260,20110227,   43,   13,   62
  260,20110228,   24,   10,   34
  260,20110301,   25,   12,   41
  260,20110302,   19,  -14,   64
  260,20110303,    6,  -25,   60
  260,20110304,   -2,  -37,   47
  260,20110305,   26,   -7,   61
  260,20110306,   19,  -28,   67
  260,20110307,   20,  -29,   79
  260,20110308,   46,  -13,  110
  260,20110309,   67,   43,  101
  260,20110310,   77,   43,  103
  260,20110311,   67,   10,  106
  260,20110312,   85,    7,  127
  260,20110313,  106,   91,  131
  260,20110314,  107,   83,  138
  260,20110315,  113,   79,  164
  260,20110316,   72,   47,  119
  260,20110317,   57,   45,   84
  260,20110318,   64,   45,   95
  260,20110319,   41,  -17,  102
  260,20110320,   38,  -28,  118
  260,20110321,   59,  -29,  143
  260,20110322,   78,  -12,  162
  260,20110323,   83,   25,  150
  260,20110324,   90,    0,  166
  260,20110325,   92,   36,  148
  260,20110326,   48,    7,   80
  260,20110327,   62,   -6,  129
  260,20110328,   47,  -19,  102
  260,20110329,   60,  -25,  146
  260,20110330,   90,    3,  154
  260,20110331,  113,   92,  140
  260,20110401,  126,   99,  161
  260,20110402,  153,   90,  232
  260,20110403,  118,   92,  153
  260,20110404,  103,   82,  141
  260,20110405,   99,   70,  119
  260,20110406,  144,  103,  208
  260,20110407,  122,   60,  164
  260,20110408,  100,   35,  163
  260,20110409,  104,   56,  162
  260,20110410,  112,   44,  187
  260,20110411,  128,   45,  220
  260,20110412,   84,   56,  112
  260,20110413,   82,   12,  132
  260,20110414,   85,   14,  126
  260,20110415,  103,   22,  163
  260,20110416,  104,   24,  169
  260,20110417,  125,   76,  179
  260,20110418,  126,   30,  188
  260,20110419,  152,   75,  238
  260,20110420,  155,   56,  246
  260,20110421,  164,   63,  250
  260,20110422,  182,   92,  263
  260,20110423,  189,   99,  263
  260,20110424,  178,   89,  260
  260,20110425,  167,   78,  239
  260,20110426,  142,   71,  212
  260,20110427,  124,   94,  157
  260,20110428,  141,  109,  190
  260,20110429,  168,  101,  229
  260,20110430,  155,   98,  214
  260,20110501,  129,   69,  185
  260,20110502,   98,   53,  148
  260,20110503,   82,   22,  141
  260,20110504,   80,    3,  141
  260,20110505,  106,    0,  184
  260,20110506,  150,   51,  223
  260,20110507,  203,  109,  278
  260,20110508,  213,  158,  269
  260,20110509,  163,  110,  204
  260,20110510,  165,  101,  232
  260,20110511,  150,   90,  209
  260,20110512,  131,   83,  174
  260,20110513,  136,   80,  187
  260,20110514,  120,   74,  155
  260,20110515,  117,   84,  154
  260,20110516,  131,  110,  150
  260,20110517,  140,  107,  168
  260,20110518,  140,  115,  169
  260,20110519,  122,   60,  160
  260,20110520,  132,   40,  212
  260,20110521,  145,   48,  221
  260,20110522,  148,  107,  186
  260,20110523,  160,  103,  214
  260,20110524,  136,   99,  162
  260,20110525,  150,   59,  215
  260,20110526,  147,  116,  179
  260,20110527,  124,   95,  152
  260,20110528,  129,   95,  165
  260,20110529,  159,  125,  217
  260,20110530,  191,   91,  281
  260,20110531,  135,   95,  167
  260,20110601,  135,   49,  200
  260,20110602,  160,   52,  222
  260,20110603,  188,  122,  251
  260,20110604,  210,  138,  277
  260,20110605,  166,  132,  215
  260,20110606,  160,  116,  213
  260,20110607,  153,  114,  195
  260,20110608,  145,  111,  184
  260,20110609,  139,   72,  186
  260,20110610,  130,   57,  198
  260,20110611,  115,   59,  163
  260,20110612,  138,   47,  183
  260,20110613,  163,  137,  196
  260,20110614,  165,  103,  208
  260,20110615,  174,   98,  233
  260,20110616,  150,  126,  177
  260,20110617,  143,  112,  175
  260,20110618,  141,  107,  172
  260,20110619,  136,  118,  166
  260,20110620,  154,  111,  191
  260,20110621,  173,  144,  211
  260,20110622,  158,  146,  176
  260,20110623,  154,  123,  190
  260,20110624,  141,  105,  182
  260,20110625,  142,  117,  167
  260,20110626,  194,  162,  237
  260,20110627,  238,  158,  302
  260,20110628,  249,  192,  322
  260,20110629,  169,  114,  196
  260,20110630,  152,   88,  197
  260,20110701,  144,   95,  184
  260,20110702,  138,   86,  176
  260,20110703,  146,   90,  190
  260,20110704,  155,   98,  205
  260,20110705,  182,   92,  243
  260,20110706,  175,  111,  212
  260,20110707,  176,  118,  221
  260,20110708,  178,  133,  215
  260,20110709,  168,  122,  208
  260,20110710,  165,   97,  225
  260,20110711,  179,   93,  237
  260,20110712,  180,  135,  238
  260,20110713,  134,  127,  141
  260,20110714,  137,  125,  163
  260,20110715,  171,  128,  222
  260,20110716,  163,  129,  211
  260,20110717,  159,  134,  192
  260,20110718,  152,  139,  173
  260,20110719,  166,  116,  208
  260,20110720,  171,  145,  226
  260,20110721,  167,  125,  202
  260,20110722,  152,  126,  186
  260,20110723,  135,  113,  170
  260,20110724,  124,  110,  133
  260,20110725,  150,   71,  197
  260,20110726,  155,  133,  186
  260,20110727,  170,  125,  217
  260,20110728,  188,  150,  243
  260,20110729,  157,  127,  189
  260,20110730,  147,  131,  168
  260,20110731,  142,   80,  181
  260,20110801,  153,   61,  217
  260,20110802,  208,  115,  267
  260,20110803,  197,  141,  234
  260,20110804,  195,  127,  253
  260,20110805,  189,  154,  229
  260,20110806,  185,  143,  246
  260,20110807,  165,  137,  205
  260,20110808,  158,  130,  191
  260,20110809,  147,  118,  173
  260,20110810,  159,   93,  201
  260,20110811,  172,  154,  211
  260,20110812,  176,  134,  211
  260,20110813,  173,  134,  200
  260,20110814,  172,  138,  212
  260,20110815,  160,  116,  211
  260,20110816,  177,  124,  218
  260,20110817,  176,  134,  222
  260,20110818,  164,  136,  194
  260,20110819,  155,   93,  197
  260,20110820,  168,   93,  231
  260,20110821,  197,  121,  274
  260,20110822,  178,  122,  234
  260,20110823,  191,  151,  242
  260,20110824,  183,  147,  209
  260,20110825,  172,  103,  242
  260,20110826,  178,  147,  212
  260,20110827,  145,  116,  183
  260,20110828,  137,  114,  166
  260,20110829,  136,   92,  165
  260,20110830,  128,   82,  181
  260,20110831,  141,   86,  179
  260,20110901,  127,   61,  191
  260,20110902,  169,   74,  251
  260,20110903,  208,  119,  279
  260,20110904,  185,  147,  221
  260,20110905,  153,  122,  190
  260,20110906,  152,  137,  166
  260,20110907,  149,  128,  177
  260,20110908,  145,  125,  166
  260,20110909,  175,  156,  200
  260,20110910,  207,  151,  254
  260,20110911,  172,  148,  201
  260,20110912,  168,  143,  210
  260,20110913,  155,  116,  187
  260,20110914,  143,  113,  179
  260,20110915,  140,   90,  187
  260,20110916,  141,   73,  192
  260,20110917,  151,  120,  173
  260,20110918,  122,   76,  166
  260,20110919,  126,   67,  179
  260,20110920,  158,  114,  187
  260,20110921,  160,  141,  186
  260,20110922,  145,   92,  178
  260,20110923,  133,   78,  185
  260,20110924,  127,   63,  209
  260,20110925,  154,   71,  227
  260,20110926,  166,  115,  231
  260,20110927,  157,  103,  206
  260,20110928,  161,   89,  238
  260,20110929,  178,  123,  252
  260,20110930,  165,  105,  241
  260,20111001,  161,   88,  260
  260,20111002,  156,   77,  256
  260,20111003,  181,   99,  243
  260,20111004,  171,  154,  200
  260,20111005,  172,  157,  183
  260,20111006,  134,   83,  176
  260,20111007,  107,   82,  142
  260,20111008,  100,   72,  135
  260,20111009,  116,   60,  170
  260,20111010,  169,  163,  179
  260,20111011,  156,  133,  173
  260,20111012,  111,   98,  136
  260,20111013,   90,   33,  146
  260,20111014,   76,   19,  146
  260,20111015,   68,    4,  139
  260,20111016,   75,   29,  144
  260,20111017,  112,   46,  161
  260,20111018,  105,   80,  138
  260,20111019,   83,   45,  137
  260,20111020,   70,   25,  108
  260,20111021,   64,   16,  120
  260,20111022,   58,   21,  101
  260,20111023,   82,   34,  137
  260,20111024,   97,   51,  131
  260,20111025,  103,   85,  127
  260,20111026,  104,   76,  137
  260,20111027,  109,   71,  152
  260,20111028,  119,   87,  171
  260,20111029,  123,   73,  170
  260,20111030,  133,  119,  143
  260,20111031,  135,  108,  166
  260,20111101,  127,   91,  170
  260,20111102,  119,   97,  142
  260,20111103,  144,  114,  167
  260,20111104,  147,  124,  183
  260,20111105,  124,   72,  170
  260,20111106,  111,   77,  124
  260,20111107,  100,   90,  106
  260,20111108,   85,   48,  116
  260,20111109,   83,   52,  131
  260,20111110,   55,   27,   74
  260,20111111,   74,   48,  101
  260,20111112,   61,   33,  108
  260,20111113,   36,    6,   78
  260,20111114,   29,  -11,   88
  260,20111115,   10,  -12,   51
  260,20111116,   18,  -15,   77
  260,20111117,   34,   -9,   80
  260,20111118,   68,   24,  100
  260,20111119,   39,   -4,  104
  260,20111120,   19,   -5,   46
  260,20111121,   13,   -2,   32
  260,20111122,   34,   -9,   91
  260,20111123,   79,   48,  116
  260,20111124,   81,   67,  106
  260,20111125,   87,   75,  101
  260,20111126,   87,   47,  111
  260,20111127,   96,   66,  137
  260,20111128,   49,    7,   91
  260,20111129,   75,   49,  100
  260,20111130,   73,   50,  109
  260,20111201,   96,   49,  123
  260,20111202,   65,   47,   98
  260,20111203,   81,   53,  106
  260,20111204,   79,   51,   90
  260,20111205,   54,   35,   76
  260,20111206,   49,   34,   77
  260,20111207,   70,   39,   85
  260,20111208,   76,   41,  107
  260,20111209,   63,   25,   86
  260,20111210,   40,   10,   68
  260,20111211,   39,   15,   62
  260,20111212,   68,   49,   90
  260,20111213,   78,   52,  108
  260,20111214,   51,   35,   66
  260,20111215,   53,   35,   66
  260,20111216,   39,   16,   51
  260,20111217,   44,   11,   77
  260,20111218,   23,    5,   56
  260,20111219,   23,   -1,   51
  260,20111220,   58,    8,   83
  260,20111221,   59,   47,   64
  260,20111222,   92,   62,  102
  260,20111223,   91,   61,  104
  260,20111224,   64,   53,   82
